Time,Throughput
252,10.399320000000001
253,10.413024
254,10.430138
255,10.488285999999999
256,10.403614
257,10.409156000000001
258,10.408324
259,10.430878
260,10.438944
261,10.41344
262,10.393797999999999
263,10.545304000000002
264,10.393372
265,10.404446
266,10.403614000000001
267,10.417734000000001
268,10.438436
269,10.422434
270,10.39462
271,10.434564
272,10.486394
273,10.417724
274,10.399329999999999
275,10.407908
276,10.473082
277,10.40403
278,10.413024
279,10.403614000000001
280,10.529928
281,10.394204
282,10.404456
283,10.398914000000001
284,10.481756
285,10.408314
286,10.408324
287,10.40404
288,10.407492
289,10.521952
290,10.40873
291,10.412608
292,10.399329999999999
293,10.423394
294,10.503896000000001
295,10.418140000000001
296,10.403614
297,10.478522
298,10.413662
299,10.398914
300,10.41344
301,10.407898
302,10.44595
303,10.520704
304,10.404422
305,10.403614000000001
306,10.41344
307,10.40874
308,10.402782
309,10.461051999999999
310,10.41344
311,10.398914
312,10.535836000000002
313,10.389504
314,10.398904
315,10.41344
316,10.403614
317,10.433118
318,10.40403
319,10.436442
320,10.412608
321,10.51046
322,10.40195
323,10.40874
324,10.417724
325,10.40403
326,10.433667999999999
327,10.418149999999999
328,10.403614
329,10.407907999999999
330,10.514172
331,10.422018
332,10.403614
333,10.40403
334,10.408324
335,10.48249
336,10.413024
337,10.399329999999999
338,10.412608
339,10.513696
340,10.398904
341,10.40403
342,10.408324
343,10.474789999999999
344,10.403614
345,10.40873
346,10.40874
347,10.509726
348,10.41344
349,10.403614000000001
350,10.40873
351,10.420896
352,10.432316
353,10.403614
354,10.417724000000002
355,10.399329999999999
356,10.550277999999999
357,10.40874
358,10.40873
359,10.408313999999999
360,10.408324
361,10.40873
362,10.398914
363,10.449346
364,10.398914
365,10.498072
366,10.413856000000001
367,10.417734
368,10.408324
369,10.407908
370,10.43251
371,10.41814
372,10.40403
373,10.427648
374,10.509756
375,10.408324
376,10.39933
377,10.403614
378,10.483048
379,10.39463
380,10.413024
381,10.403614000000001
382,10.514816
383,10.407492
384,10.41344
385,10.404446
386,10.425948
387,10.413024
388,10.440674
389,10.432737999999999
390,10.403614
391,10.51728
392,10.39932
393,10.403614
394,10.408324
395,10.40873
396,10.447782
397,10.408324
398,10.403624
399,10.40851
400,10.50858
401,10.413024
402,10.40874
403,10.413024
404,10.439524
405,10.417724
406,10.39932
407,10.403614
408,10.543134
409,10.380510000000001
410,10.40403
411,10.408324
412,10.462176
413,10.420615999999999
414,10.40874
415,10.413024
416,10.403198
417,10.46819
418,10.413024
419,10.404029999999999
420,10.40874
421,10.428550000000001
422,10.5022
423,10.40403
424,10.413024
425,10.470628
426,10.417724
427,10.39933
428,10.41344
429,10.402782
430,10.44547
431,10.509284
432,10.418852
433,10.403614000000001
434,10.41344
435,10.40873
436,10.407908
437,10.44167
438,10.407907999999999
439,10.404029999999999
440,10.504546
441,10.422008
442,10.398914
443,10.40874
444,10.408314
445,10.454526
446,10.39933
447,10.408313999999999
448,10.444392
449,10.475172
450,10.41344
451,10.408324
452,10.39462
453,10.453762000000001
454,10.41814
455,10.389504
456,10.417734
457,10.519138000000002
458,10.398498
459,10.41344
460,10.398488
461,10.467394
462,10.419874
463,10.408323999999999
464,10.408324
465,10.420194
466,10.45552
467,10.413024
468,10.40403
469,10.40874
470,10.454652
471,10.4847
472,10.403614000000001
473,10.40403
474,10.476964
475,10.413024
476,10.408324
477,10.40403
478,10.403208
479,10.455776
480,10.50874
481,10.420864
482,10.394214000000002
483,10.418140000000001
484,10.40873
485,10.401634
486,10.44317
487,10.40874
488,10.403208000000001
489,10.500994
490,10.427134
491,10.398498
492,10.40874
493,10.398488
494,10.475810000000001
495,10.403198
496,10.409156
497,10.475912
498,10.442624
499,10.412608
500,10.413856
501,10.403198
502,10.468895999999999
503,10.41344
504,10.403624
505,10.403198
506,10.539226
507,10.384794
508,10.408314
509,10.40874
510,10.450104
511,10.40141
512,10.413024
513,10.408324
514,10.41789
515,10.536764
516,10.403614
517,10.418140000000001
518,10.40403
519,10.403614000000001
520,10.40403
521,10.412608
522,10.44567
523,10.403198
524,10.517316000000001
525,10.395036
526,10.412608
527,10.40403
528,10.403198
529,10.443836
530,10.41344
531,10.398914
532,10.518232
533,10.412792
534,10.413024
535,10.40403
536,10.40874
537,10.469216
538,10.40873
539,10.403198
540,10.408324
541,10.532826
542,10.384803999999999
543,10.41814
544,10.398904
545,10.459944
546,10.400152
547,10.413856000000001
548,10.403198
549,10.435623999999999
550,10.515752
551,10.398914
552,10.40874
553,10.403198
554,10.40874
555,10.403198
556,10.450657999999999
557,10.394214
558,10.436064
559,10.474206
560,10.408324
561,10.41344
562,10.40403
563,10.436986000000001
564,10.42755
565,10.39933
566,10.408324
567,10.506588
568,10.412608
569,10.40874
570,10.41344
571,10.428486
572,10.415324
573,10.40874
574,10.41344
575,10.40509
576,10.513152
577,10.403614000000001
578,10.413024
579,10.408324
580,10.470364
581,10.404446
582,10.412608
583,10.399329999999999
584,10.475388
585,10.417308
586,10.40403
587,10.403624
588,10.409156
589,10.512381999999999
590,10.375394
591,10.413024
592,10.413856
593,10.474395999999999
594,10.40874
595,10.403614
596,10.408324
597,10.425278
598,10.440572000000001
599,10.489381999999999
